TotalT,Temp,LSR,CA,Size,IsoT,HeatT,Ramp,F_X,Ro,logRo,P,logP,H,logH,Acetyl,acetic,fenton,formic,none,oxalic,sulfuric,acacia,aspen,beech,birch,eucalyptus,maple,mixed,oak,paulownia,poplar,salix,vine,Yield
100,433.15,10,0,4,60,40,3.375,11.932,3505.684849,8.162141172,271.8486007,5.605245296,399.8865509,5.991180884,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.704659739
40,473.15,8,8.51E-06,0.509,40,0,0,21.375,35190.81785,10.46854047,3456.751334,8.148084506,6194.031224,8.731341401,3.71375,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.21871345
59.97583182,418.15,8,0,5,39.97583182,20,6,17.84090909,844.8191025,6.739122525,51.83877,3.948138325,70.12964965,4.250345667,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.111425416
180,413.15,6,0,4,150,30,3.833333333,11.932,2258.59835,7.722499701,125.6247241,4.833299082,165.0495867,5.106245954,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.905129065
80.32792373,408.15,8,0.407871928,8,66.57792373,13.75,8,18.86363636,714.2652578,6.571254403,35.62777857,3.57312563,45.42647691,3.816095127,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,67.57329688
185.4838271,398.15,8,0.305903946,8,172.9838271,12.5,8,18.86363636,942.1018212,6.848113359,36.53895118,3.598378847,43.77815041,3.779134844,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,69.01747175
42.98856053,408.15,8,0.203935964,8,29.23856053,13.75,8,18.86363636,313.6788714,5.74836976,15.64640202,2.750240987,19.94962775,2.993210484,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.75102942
60,413.15,5,0.2,3,30,30,3.833333333,16.93181818,451.7196701,6.113061788,25.12494481,3.22386117,33.00991733,3.496808042,1.595878788,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,50.20134229
88.71999473,388.15,8,0.101967982,8,77.46999473,11.25,8,18.86363636,214.1849404,5.366839849,6.157076315,1.817602041,6.909787571,1.932938895,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,72.31662021
65,443.15,5,0,13.375,20,45,2,16.81818182,2301.911136,7.741494985,199.060152,5.29360705,308.6514012,5.732212488,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.237721592
219.8905235,428.15,8,0,5,194.8905235,25,5.2,16.70454545,8113.231629,9.001251542,587.6115462,6.376066094,841.1282348,6.734744127,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.26990716
332.497806,373.65,8,0.203935964,8,323.060306,9.4375,8,18.86363636,334.1992316,5.811737317,5.670550672,1.735286233,5.751988188,1.749545567,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,82.39646511
229.3104615,373.65,8,0.305903946,8,219.8729615,9.4375,8,18.86363636,227.4540493,5.426948237,3.85934374,1.350497153,3.914769639,1.364756487,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.88338293
19.1584721,373.65,8,0.203935964,8,9.720972097,9.4375,8,18.86363636,10.05614538,2.308183929,0.170628405,-1.768267155,0.173078882,-1.754007821,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,21.06232176
60,453.15,4,0.611751751,3,60,0,0,12.95,13603.37735,9.518073376,1267.066787,7.144459892,2066.084544,7.63341057,3.71375,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,31.66023166
99.86038114,428.15,8,0,5,74.86038114,25,5.2,16.70454545,3116.414288,8.044438353,225.7104323,5.419252905,323.0900052,5.777930938,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.182224752
180.3333333,413.15,5,0.0815669,0.38,180,0.333333,5.75,22.38636364,2710.31802,7.904821258,150.7496689,5.015620639,198.059504,5.288567511,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,61.19796953
24.99105536,373.65,8,0.203935964,8,15.55355536,9.4375,8,18.86363636,16.08983261,2.778187558,0.273005449,-1.298263526,0.276926212,-1.284004192,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,23.36400497
271.9037466,373.65,8,0.203935964,8,262.4662466,9.4375,8,18.86363636,271.5159254,5.604020795,4.606966945,1.527569711,4.673129822,1.541829045,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,82.99176709
70,453.15,8,0,2,30,40,2,19.48,6801.688677,8.824926195,633.5333936,6.451312711,1033.042272,6.94026339,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.96201232
10.7402439,493.15,40,0,0.425,6,4.740243902,41.13712375,20.9,20483.04377,9.92735269,1892.703013,7.545761252,3698.472114,8.215675071,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36.43724697
103.7875353,408.15,8,0.305903946,8,90.03753529,13.75,8,18.86363636,965.9460638,6.873107998,48.18169733,3.874979226,61.43309658,4.117948722,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,64.19919011
40.01706028,418.15,8,0,5,20.01706028,20,6,16.70454545,423.0254664,6.047432381,25.95717804,3.256448182,35.11595282,3.558655524,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.048215528
90.83348084,408.15,8,0.407871928,8,77.08348084,13.75,8,18.86363636,826.9716032,6.717770357,41.24960697,3.719641585,52.59447527,3.962611081,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,64.67265059
21.7553645,408.15,8,0.203935964,8,8.005364499,13.75,8,18.86363636,85.88362955,4.452993235,4.283902798,1.454864463,5.46210343,1.697833959,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,74.40805866
119.8188309,418.15,8,0,5,99.81883089,20,6,17.84090909,2109.495945,7.654204309,129.4403438,4.86322011,175.1122946,5.165427452,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.334122342
100,413.15,5,0.1,3,70,30,3.833333333,16.93181818,1054.012563,6.960359649,58.62487123,4.07115903,77.02314044,4.344105902,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,72.05369128
240.0666009,428.15,8,0,5,220.0666009,20,6.5,17.84090909,9161.303867,9.122743791,663.5195662,6.497558343,949.7856961,6.856236376,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.699049816
71.48955992,473.15,40,0,0.425,67.23549488,4.254065041,41.13712375,20.9,59151.80134,10.98786232,5810.409666,8.667406358,10411.46887,9.250663253,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30.09794274
135.6114941,408.15,8,0.305903946,8,121.8614941,13.75,8,18.86363636,1307.361759,7.175766461,65.21162098,4.177637689,83.14675553,4.420607185,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,56.71011737
140.7493234,388.15,8,0.407871928,8,129.4993234,11.25,8,18.86363636,358.032874,5.880624809,10.29220693,2.331387,11.55044373,2.446723855,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.41594784
19.9642353,463.15,6,0,0.42,19.9642353,0,0,24.88636364,8916.30902,9.095637353,865.9391599,6.763814652,1481.686929,7.300936535,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.094950833
68.74121883,408.15,8,0.203935964,8,54.99121883,13.75,8,18.86363636,589.9600783,6.380054871,29.42739662,3.381926098,37.52080559,3.624895595,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.57948126
41.15971075,388.15,8,0.305903946,8,29.90971075,11.25,8,18.86363636,82.69278494,4.415132354,2.377131589,0.865894546,2.667739275,0.9812314,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,75.31060744
125.9636199,388.15,8,0.203935964,8,114.7136199,11.25,8,18.86363636,317.1541437,5.759387913,9.117084808,2.210150105,10.23166127,2.325486959,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,77.51981657
110.7220987,408.15,8,0.407871928,8,96.97209872,13.75,8,18.86363636,1040.341861,6.947304651,51.89258341,3.949175878,66.16458665,4.192145375,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,61.70338835
63.22687894,373.65,8,0.203935964,8,53.78937894,9.4375,8,18.86363636,55.64400445,4.018974335,0.944143843,-0.057476748,0.957703149,-0.043217415,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,41.73482761
50.34322864,453.15,40,0,0.425,46.57534247,3.767886179,41.13712375,20.9,10559.69932,9.264800083,983.5678258,6.891186599,1603.80992,7.380137278,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.39290806
22,433.15,9,0.152937938,0.84,18,4,67.5,16.59090909,1051.705455,6.958168368,81.5545802,4.401272492,119.9659653,4.78720808,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,81.38080249
120,443.15,4,0.611751751,3,120,0,0,12.95,13811.46681,9.533254455,1194.360912,7.085366519,1851.908407,7.523971958,3.71375,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,29.65250965
530.8973036,373.65,8,0.305903946,8,521.4598036,9.4375,8,18.86363636,539.4394248,6.290530498,9.152979133,2.214079415,9.284429486,2.228338748,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.44754435
230.7516314,373.65,8,0.203935964,8,221.3141314,9.4375,8,18.86363636,228.9449099,5.433481406,3.884640029,1.357030323,3.94042922,1.371289657,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,77.95058976
50,473.15,5,0,3,20,30,5.833333333,16.93181818,17595.40893,9.775393291,1728.375667,7.454937326,3097.015612,8.038194221,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28.34899329
67,473.15,5,0,3,37,30,5.833333333,16.93181818,32551.50651,10.39057893,3197.494984,8.070122965,5729.478882,8.65337986,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.40268457
8.690925109,473.15,40,0,0.425,4.436860068,4.254065041,41.13712375,20.9,3903.418362,8.269607951,383.428049,5.949151986,687.0512449,6.532408882,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.478261053
39.98798895,438.15,8,0,5,9.987988953,30,4.666666667,16.70454545,819.0645754,6.708162927,67.37414539,4.210261345,101.7819095,4.622832382,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.880405537
80,443.15,10,1.748484647,0.178,50,30,4.833333333,19.77272727,5754.777839,8.657785717,497.6503799,6.209897782,771.6285029,6.64850322,5.479512195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.80213334
24.65803867,398.15,8,0.101967982,8,12.15803867,12.5,8,18.86363636,66.21492061,4.192905824,2.568112806,0.943171312,3.076914499,1.123927309,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,43.9926167
154.1748543,433.15,6,0,5,150.1748543,4,33.75,14.7,8774.428523,9.079596921,680.4137332,6.522701044,1000.881742,6.908636632,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.346152
54,453.15,5.666666667,0,2,39,15,2.666666667,19.31818182,8842.19528,9.08729046,823.5934117,6.713676976,1342.954954,7.202627654,3.71375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.17331537
66.02736057,408.15,8,0.101967982,8,52.27736057,13.75,8,18.86363636,560.8451021,6.329444757,27.97513233,3.331315984,35.66912544,3.574285481,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.89772663
232.3505302,373.65,8,0.407871928,8,222.9130302,9.4375,8,18.86363636,230.5989378,5.440680001,3.912704872,1.364228918,3.968897116,1.378488251,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.25079005
81.35704206,408.15,8,0.101967982,8,67.60704206,13.75,8,18.86363636,725.3059067,6.586593506,36.17848965,3.588464734,46.12864991,3.83143423,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.47382402
44.10896715,373.65,8,0.203935964,8,34.67146715,9.4375,8,18.86363636,35.86691853,3.579815381,0.608574646,-0.496635702,0.61731468,-0.482376369,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,34.41194268
90,443.15,4,0,10.35,30,60,2.416666667,20.47,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,3.71375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.688324377
126.9503516,408.15,8,0.305903946,8,113.2003516,13.75,8,18.86363636,1214.442773,7.102040627,60.57679233,4.103911855,77.23721121,4.346881351,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,58.02417582
204.3403174,398.15,8,0.101967982,8,191.8403174,12.5,8,18.86363636,1044.797745,6.9515786,40.52196157,3.701844088,48.55028596,3.882600085,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.73900058
188.5259257,373.65,8,0.407871928,8,179.0884257,9.4375,8,18.86363636,185.2632872,5.221777987,3.1434688,1.145326904,3.188613673,1.159586237,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76.73343873
199.7326203,438.15,8,0,5,169.7326203,30,4.666666667,16.70454545,13918.91573,9.541004038,1144.93421,7.043102456,1729.648509,7.455673493,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22.46843538
100,423.15,10,0,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.726626837
15.22108844,398.15,8,0.407871928,8,2.721088435,12.5,8,18.86363636,14.8195494,2.695947215,0.574768862,-0.553787297,0.688643677,-0.373031301,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,51.42347127
60,433.15,5,0,13.375,20,40,2,16.81818182,1168.561616,7.063528884,90.61620022,4.506633007,133.295517,4.892568596,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.77635239
65,443.15,8,0,2,30,35,2,19.48,3452.866703,8.146960094,298.5902279,5.699072158,462.9771018,6.137677597,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.540927758
60.56796008,408.15,8,0.407871928,8,46.81796008,13.75,8,18.86363636,502.2752356,6.219148248,25.05364874,3.221019475,31.944147,3.463988972,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,73.4271272
26.36975244,388.15,8,0.101967982,8,15.11975244,11.25,8,18.86363636,41.80229114,3.73295115,1.201671304,0.183713341,1.348577315,0.299050196,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,35.02902082
117.0965946,398.15,8,0.203935964,8,104.5965946,12.5,8,18.86363636,569.6523423,6.345026249,22.09368314,3.095291737,26.47094545,3.276047733,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.62163017
119.9281412,438.15,8,0,5,99.92814117,20,7,17.84090909,8194.602628,9.011231,674.0669362,6.513329418,1018.3108,6.925900455,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.696413464
28,433.15,9,0.152937938,0.84,24,4,67.5,16.59090909,1402.27394,7.245850441,108.7394403,4.688954564,159.9546204,5.074890152,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,79.86912251
1.003333,463.15,3.9,0.1631338,0.38,0.67,0.333333,8.25,25.68181818,299.2314483,5.701217349,29.06092963,3.369394648,49.72543289,3.90651653,3.515384615,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,59.96460178
328.3074527,373.65,8,0.305903946,8,318.8699527,9.4375,8,18.86363636,329.8643974,5.798681653,5.596999046,1.722230569,5.677380252,1.736489903,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.68732463
37.14285714,453.15,15,0,0.59,15,22.14285714,7,16.03409,3400.844339,8.131779015,316.7666968,5.758165531,516.521136,6.247116209,2.575238095,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.238838001
12.5,398.15,8,0.101967982,8,0,12.5,8,18.86363636,0,0,0,0,0,0,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19.96442595
120,443.15,4,0,10.35,60,60,2.416666667,20.47,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,3.71375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.15828041
79.964063,463.15,6,0,0.42,79.964063,0,0,24.88636364,35713.07819,10.48327224,3468.402996,8.151449535,5934.697982,8.688571418,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.23730905
35.36009226,373.65,8,0.203935964,8,25.92259226,9.4375,8,18.86363636,26.81638769,3.289013182,0.455009081,-0.787437902,0.461543686,-0.773178568,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29.01819318
101.7867349,373.65,8,0.203935964,8,92.34923492,9.4375,8,18.86363636,95.53338114,4.559475727,1.620969851,0.483024644,1.644249382,0.497283977,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,58.11158226
100,423.15,10,0.1086,2,95,5,25,12.386,2817.787834,7.9437074,188.7847729,5.240607598,262.7975381,5.571383919,1.595878788,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.669949943
249.5455108,373.65,8,0.203935964,8,240.1080108,9.4375,8,18.86363636,248.386791,5.514987172,4.214521613,1.438536089,4.275048393,1.452795422,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.70935116
39.78433127,428.15,8,0,5,19.78433127,20,6.5,17.84090909,823.6155321,6.713703834,59.65144574,4.088518385,85.38721811,4.447196419,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.174025258
157.8061224,398.15,8,0.407871928,8,145.3061224,12.5,8,18.86363636,791.363938,6.673757961,30.69265725,3.424023449,36.77357237,3.604779445,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,69.6196471
124,440.15,6,0,5,120,4,35.5,15.1,11269.60575,9.329864624,946.7442932,6.853029039,1445.318246,7.276084815,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20.25710947
8,463.15,1.53164557,0.050653942,6,7.5,0.5,330,17.04545455,3349.605765,8.116597936,325.3089138,5.784775235,556.6279801,6.321897118,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,35.46248209
30.04860981,408.15,8,0.407871928,8,16.29860981,13.75,8,18.86363636,174.8557193,5.163961173,8.721858973,2.1658324,11.1206295,2.408801897,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.24279545
457.18844,373.65,8,0.101967982,8,447.75094,9.4375,8,18.86363636,463.1891238,6.138135445,7.859196399,2.061684362,7.972066113,2.075943695,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.94181521
30.78571429,398.15,8,0.407871928,8,18.28571429,12.5,8,18.86363636,99.58737197,4.601035369,3.862446756,1.351300857,4.627685512,1.532056854,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.28766767
0,433.15,9,0.101958625,0.84,0,0,0,16.59,0,0,0,0,0,0,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.152054629
6.75,448.15,9,0.152937938,0.84,2.75,4,75,16.59090909,444.2318782,6.096346674,40.03653174,3.689792331,63.67877086,4.15385124,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.426558069
60,443.15,6,0,0.42,60,0,0,24.88636364,6905.733407,8.840107274,597.1804559,6.392219339,925.9542035,6.830824777,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.105850546
55.43905218,408.15,8,0.407871928,8,41.68905218,13.75,8,18.86363636,447.2509796,6.103119913,22.30902132,3.10499114,28.44466545,3.347960637,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,73.87031759
120.1781766,428.15,8,0,5,95.17817662,25,5.2,16.70454545,3962.237768,8.284564238,286.9703181,5.659378789,410.779602,6.018056823,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.375086859
70,413.15,5,0.1,3,40,30,3.833333333,16.93181818,602.2928934,6.400743861,33.49992642,3.511543242,44.01322311,3.784490114,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,60.83221477
19,433.15,9,0.152937938,0.84,15,4,67.5,16.59090909,876.4212122,6.775846811,67.96215016,4.218950935,99.97163773,4.604886523,4.451428571,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,80.81691113
63.7761194,425.15,6,0,5,59.7761194,4,31.75,15.1,2030.485019,7.616029969,140.5091506,4.945272615,197.8063208,5.287288374,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.812994362
22.4047619,398.15,8,0.407871928,8,9.904761905,12.5,8,18.86363636,53.94315982,3.987930896,2.092158659,0.738196384,2.506662986,0.918952381,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,74.91994753
53.45444168,408.15,8,0.203935964,8,39.70444168,13.75,8,18.86363636,425.9595626,6.054344418,21.24699866,3.056215646,27.09055498,3.299185142,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78.4722085
189.6954481,388.15,8,0.203935964,8,178.4454481,11.25,8,18.86363636,493.3565284,6.201232094,14.18229401,2.651994286,15.91609943,2.76733114,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,74.51816922
45,423.15,5,0,13.375,10,35,2,16.81818182,296.6092457,5.692415601,19.87208135,2.9893158,27.66289875,3.32009212,5.479512195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.182671149
210.9856548,373.65,8,0.203935964,8,201.5481548,9.4375,8,18.86363636,208.4974143,5.33992664,3.537695605,1.263475556,3.58850216,1.27773489,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,75.29789278
8,483.15,1.53164557,0.050653942,6,7.5,0.5,370,17.04545455,12997.73173,9.472530139,1255.018973,7.134905969,2350.511206,7.762388118,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,42.97571796
42,413.9362054,4,0,3,0,42,2.878243513,19.9,0,0,0,0,0,0,2.529022005,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.542994693
22.0126083,388.15,8,0.203935964,8,10.7626083,11.25,8,18.86363636,29.75588969,3.393027085,0.855378923,-0.156210723,0.959950202,-0.040873869,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,35.49675378
59.9737593,428.15,8,0,5,34.9737593,25,5.2,16.70454545,1455.946677,7.283411605,105.4488664,4.658226157,150.9432881,5.01690419,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.530370794
103.3161781,408.15,8,0.203935964,8,89.56617811,13.75,8,18.86363636,960.8892216,6.867859128,47.92946043,3.869730356,61.11148703,4.112699852,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,71.76941276
538.6289431,373.65,8,0.305903946,8,529.1914431,9.4375,8,18.86363636,547.4376466,6.305248568,9.288689564,2.228797484,9.42208892,2.243056818,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,80.84257014
97.05975878,398.15,8,0.203935964,8,84.55975878,12.5,8,18.86363636,460.5280395,6.132373743,17.86135126,2.882639231,21.40009214,3.063395228,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.02858344
364,425.15,6,0,5,360,4,31.75,15.1,12228.53899,9.41152776,846.2124124,6.740770407,1191.283011,7.082786166,3.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.91280636
119.6480075,438.15,8,0,5,89.64800747,30,4.666666667,16.70454545,7351.580735,8.902670635,604.7221235,6.404769053,913.5518097,6.81734009,4.056615385,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.32001139
82.81292517,398.15,8,0.407871928,8,70.31292517,12.5,8,18.86363636,382.9371565,5.947870893,14.85202741,2.698136382,17.79455262,2.878892378,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,77.39275716
90,413.15,10,0,4,60,30,3.833333333,11.932,903.4393401,6.806208969,50.24988963,3.91700835,66.01983466,4.189955222,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.335232987
110,438.15,4,0,5,60,50,2.8,17.6,4920.297245,8.501124223,404.7309967,6.003222641,611.4258435,6.415793678,1.595878788,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25.68181818
34.8,453.15,5.666666667,0,2,19.8,15,2.666666667,19.31818182,4489.114527,8.409410751,418.1320398,6.035797267,681.8078995,6.524747946,3.71375,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.133325756
4,483.15,1.53164557,0.101307885,6,3.5,0.5,370,17.04545455,6065.608142,8.710390087,585.6755208,6.372765917,1096.905229,7.000248066,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59.5948825
30,453.15,8,0,8,25,5,31,16.89772727,5668.073898,8.642604638,527.9444947,6.268991155,860.86856,6.757941833,2.529022005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.468728986
110.099797,388.15,8,0.407871928,8,98.84979702,11.25,8,18.86363636,273.294686,5.610550649,7.85627708,2.06131284,8.816718023,2.176649695,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,79.88746937
51.7402439,493.15,40,0,0.425,47,4.740243902,41.13712375,20.9,160450.5095,11.98574082,14826.1736,9.604149384,28971.3649,10.2740632,3.515384615,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.039030469
108.074757,373.65,8,0.305903946,8,98.63725703,9.4375,8,18.86363636,102.0382105,4.625347356,1.731341033,0.548896272,1.756205658,0.563155606,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,71.45963566
22.18886574,408.15,8,0.101967982,8,8.438865744,13.75,8,18.86363636,90.53434351,4.505729265,4.515881891,1.507600492,5.757883671,1.750569989,1.595878788,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,59.52222696
